Shop_Name,Location,Date,Product_Type,Brand,Quantity_Sold,Unit_Price,Payment_Mode,Customer_Age
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-18,Beer,,2.0,500,Card,30.0
Teja Wines – SN Padu,SN Padu,2025-11-19,Wine,McDowell's,3.0,500,Cash,56.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-06,Rum,Royal Stag,5.0,500,UPI,38.0
Teja Wines – Ongole,Ongole,2025-12-22,Wine,Signature,10.0,500,Cash,34.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-08,Whisky,,2.0,150,Cash,50.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-08,Wine,Kingfisher,2.0,120,Card,62.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-05,Whisky,Signature,5.0,150,Cash,64.0
Teja Wines – SN Padu,SN Padu,2025-12-07,Whisky,McDowell's,10.0,500,,30.0
Teja Wines – SN Padu,SN Padu,2025-09-10,Rum,Bacardi,1.0,220,Cash,21.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-22,Rum,Bacardi,20.0,180,,23.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-23,Vodka,Royal Stag,,180,Card,59.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-20,Vodka,Smirnoff,10.0,300,Cash,47.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-29,Vodka,McDowell's,2.0,750,Cash,33.0
Teja Wines – SN Padu,SN Padu,2025-09-16,Brandy,Royal Stag,20.0,300,,50.0
Teja Wines – SN Padu,SN Padu,2025-09-03,Beer,McDowell's,3.0,300,Card,23.0
Teja Wines – SN Padu,SN Padu,2025-09-19,Vodka,Kingfisher,5.0,120,Cash,33.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-04,Beer,Signature,5.0,300,,45.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-10,Beer,Signature,20.0,150,,28.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-08,Wine,Signature,5.0,180,UPI,20.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-14,Vodka,Smirnoff,3.0,1000,Cash,29.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-06,Rum,,4.0,90,,26.0
Teja Wines – SN Padu,SN Padu,2025-12-03,Beer,Smirnoff,5.0,150,Cash,44.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-21,Rum,Smirnoff,10.0,300,UPI,26.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-16,Rum,Bacardi,3.0,750,Cash,57.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-22,Whisky,Bacardi,20.0,120,UPI,34.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-12,Beer,Signature,2.0,750,UPI,19.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-22,Vodka,Kingfisher,5.0,220,Card,25.0
Teja Wines – Ongole,Ongole,2025-08-22,Rum,Smirnoff,2.0,750,,54.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-01,Beer,McDowell's,2.0,500,Cash,59.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-08,Beer,Royal Stag,1.0,150,Cash,31.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-08,Rum,Bacardi,2.0,220,Card,51.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-17,Wine,Royal Stag,1.0,90,,58.0
Teja Wines – Ongole,Ongole,2025-10-23,Beer,Smirnoff,3.0,220,Card,34.0
Teja Wines – Ongole,Ongole,2025-11-10,Wine,Bacardi,2.0,220,Card,19.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-06,Vodka,Kingfisher,20.0,150,UPI,64.0
Teja Wines – SN Padu,SN Padu,2025-09-09,Wine,Royal Stag,10.0,120,Card,59.0
Teja Wines – SN Padu,SN Padu,2025-11-25,Wine,Bacardi,10.0,750,,30.0
Teja Wines – Ongole,Ongole,2025-11-04,Beer,Signature,3.0,90,,60.0
Teja Wines – Ongole,Ongole,2025-07-11,Beer,McDowell's,2.0,220,,57.0
Teja Wines – Ongole,Ongole,2025-11-10,Wine,McDowell's,5.0,180,Card,62.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-18,Wine,Royal Stag,5.0,1000,Cash,35.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-16,Rum,Royal Stag,10.0,300,Card,30.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-19,Vodka,Kingfisher,20.0,500,UPI,54.0
Teja Wines – SN Padu,SN Padu,2025-12-23,Brandy,Royal Stag,10.0,300,UPI,44.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-07,Brandy,Smirnoff,3.0,150,UPI,19.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-25,Brandy,,,750,,32.0
Teja Wines – SN Padu,SN Padu,2025-08-31,Brandy,Kingfisher,3.0,90,Cash,33.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-20,Wine,,5.0,1000,,44.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-14,Rum,,10.0,120,UPI,55.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-26,Brandy,,5.0,300,Cash,37.0
Teja Wines – Ongole,Ongole,2025-07-25,Vodka,McDowell's,5.0,750,UPI,26.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-19,Whisky,Smirnoff,20.0,750,,27.0
Teja Wines – Ongole,Ongole,2025-07-21,Brandy,McDowell's,10.0,120,Cash,43.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-04,Vodka,McDowell's,,180,Cash,35.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-28,Whisky,McDowell's,4.0,150,Card,26.0
Teja Wines – SN Padu,SN Padu,2025-07-15,Whisky,Signature,,750,Cash,52.0
Teja Wines – Ongole,Ongole,2025-11-03,Beer,McDowell's,2.0,300,Cash,18.0
Teja Wines – Ongole,Ongole,2025-09-11,Vodka,Signature,10.0,180,Card,25.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-03,Wine,Smirnoff,2.0,150,Card,29.0
Teja Wines – Ongole,Ongole,2025-11-27,Rum,Signature,2.0,220,UPI,41.0
Teja Wines – Ongole,Ongole,2025-08-08,Whisky,Smirnoff,4.0,1000,Card,57.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-24,Beer,Bacardi,10.0,150,UPI,40.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-18,Whisky,Kingfisher,3.0,120,UPI,33.0
Teja Wines – SN Padu,SN Padu,2025-09-03,Whisky,Smirnoff,20.0,1000,Cash,26.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-06,Whisky,Kingfisher,3.0,220,Card,32.0
Teja Wines – SN Padu,SN Padu,2025-08-24,Vodka,,1.0,120,,37.0
Teja Wines – Ongole,Ongole,2025-10-08,Whisky,McDowell's,,300,,49.0
Teja Wines – SN Padu,SN Padu,2025-08-07,Vodka,,,180,Card,56.0
Teja Wines – SN Padu,SN Padu,2025-07-20,Whisky,Smirnoff,,150,Card,32.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-05,Beer,Smirnoff,4.0,300,UPI,
Teja Wines – Ongole,Ongole,2025-09-01,Beer,,,1000,UPI,31.0
Teja Wines – Ongole,Ongole,2025-07-18,Wine,Kingfisher,10.0,90,UPI,23.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-17,Brandy,Royal Stag,10.0,500,Card,36.0
Teja Wines – SN Padu,SN Padu,2025-09-03,Brandy,,1.0,180,UPI,62.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-08,Wine,,1.0,500,UPI,50.0
Teja Wines – Ongole,Ongole,2025-11-16,Whisky,Kingfisher,2.0,90,UPI,46.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-29,Wine,,20.0,220,,33.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-29,Wine,Smirnoff,5.0,220,,35.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-28,Rum,Royal Stag,4.0,180,UPI,
Teja Wines – SN Padu,SN Padu,2025-10-08,Wine,Bacardi,20.0,180,UPI,19.0
Teja Wines – Ongole,Ongole,2025-10-06,Beer,,5.0,220,Cash,42.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-31,Rum,Bacardi,20.0,1000,,20.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-18,Vodka,Signature,3.0,90,Card,41.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-09,Beer,Kingfisher,4.0,300,Cash,26.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-17,Rum,Royal Stag,3.0,180,Card,30.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-04,Beer,Smirnoff,2.0,120,Card,62.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-05,Whisky,Smirnoff,1.0,180,Card,22.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-14,Wine,Smirnoff,20.0,180,,64.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-13,Rum,McDowell's,5.0,150,UPI,59.0
Teja Wines – SN Padu,SN Padu,2025-08-08,Brandy,Signature,4.0,300,Card,22.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-06,Vodka,Smirnoff,10.0,220,UPI,64.0
Teja Wines – Ongole,Ongole,2025-12-01,Vodka,Kingfisher,4.0,180,Cash,40.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-28,Whisky,McDowell's,,150,Cash,41.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-14,Vodka,,20.0,1000,,32.0
Teja Wines – Ongole,Ongole,2025-12-03,Wine,Kingfisher,20.0,750,Cash,42.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-03,Whisky,Signature,5.0,150,UPI,31.0
Teja Wines – Ongole,Ongole,2025-12-19,Whisky,Kingfisher,,750,Cash,48.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-05,Whisky,,4.0,120,Card,55.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-03,Rum,Bacardi,10.0,750,Cash,
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-17,Wine,Royal Stag,,500,Card,44.0
Teja Wines – SN Padu,SN Padu,2025-09-29,Whisky,Royal Stag,2.0,150,,50.0
Teja Wines – SN Padu,SN Padu,2025-08-21,Wine,Royal Stag,4.0,750,UPI,26.0
Teja Wines – SN Padu,SN Padu,2025-08-03,Rum,Bacardi,3.0,150,Card,44.0
Teja Wines – SN Padu,SN Padu,2025-08-26,Whisky,Bacardi,20.0,750,Cash,34.0
Teja Wines – Ongole,Ongole,2025-07-13,Vodka,Signature,2.0,500,Card,50.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-16,Rum,Smirnoff,20.0,750,Card,19.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-12,Whisky,Kingfisher,3.0,1000,Cash,60.0
Teja Wines – Ongole,Ongole,2025-10-22,Vodka,Smirnoff,3.0,500,Card,26.0
Teja Wines – SN Padu,SN Padu,2025-12-14,Rum,Bacardi,,220,,33.0
Teja Wines – SN Padu,SN Padu,2025-09-18,Wine,Kingfisher,1.0,1000,UPI,55.0
Teja Wines – Ongole,Ongole,2025-12-23,Vodka,Kingfisher,3.0,1000,,54.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-28,Vodka,Bacardi,10.0,220,Cash,50.0
Teja Wines – SN Padu,SN Padu,2025-08-23,Vodka,Smirnoff,10.0,90,,23.0
Teja Wines – SN Padu,SN Padu,2025-10-09,Brandy,Signature,1.0,120,UPI,56.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-27,Whisky,,2.0,120,Card,39.0
Teja Wines – Ongole,Ongole,2025-08-12,Rum,,10.0,120,Cash,31.0
Teja Wines – Ongole,Ongole,2025-07-24,Whisky,Kingfisher,3.0,150,UPI,
Teja Wines – Ongole,Ongole,2025-07-11,Vodka,Signature,1.0,300,Cash,49.0
Teja Wines – Ongole,Ongole,2025-08-07,Whisky,Bacardi,3.0,180,Card,34.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-22,Brandy,Royal Stag,20.0,90,Card,27.0
Teja Wines – Ongole,Ongole,2025-10-29,Brandy,McDowell's,5.0,180,UPI,22.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-30,Whisky,Bacardi,2.0,220,,26.0
Teja Wines – Ongole,Ongole,2025-11-17,Brandy,Bacardi,5.0,120,UPI,41.0
Teja Wines – SN Padu,SN Padu,2025-10-30,Rum,Royal Stag,1.0,150,UPI,19.0
Teja Wines – Ongole,Ongole,2025-08-09,Beer,Bacardi,20.0,180,UPI,43.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-10,Rum,Kingfisher,4.0,300,UPI,31.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-04,Whisky,McDowell's,,1000,UPI,61.0
Teja Wines – Ongole,Ongole,2025-11-02,Whisky,McDowell's,20.0,180,Cash,25.0
Teja Wines – SN Padu,SN Padu,2025-11-05,Vodka,Signature,2.0,220,UPI,42.0
Teja Wines – Ongole,Ongole,2025-07-14,Rum,,2.0,750,Card,64.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-11,Whisky,Royal Stag,2.0,300,,25.0
Teja Wines – Ongole,Ongole,2025-08-27,Wine,Royal Stag,4.0,750,UPI,55.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-06,Rum,,10.0,750,Cash,34.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-12,Wine,Royal Stag,1.0,300,,35.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-27,Beer,Royal Stag,1.0,300,Card,47.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-18,Whisky,Royal Stag,3.0,500,UPI,32.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-15,Brandy,Bacardi,5.0,180,UPI,22.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-13,Brandy,Royal Stag,1.0,300,Cash,57.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-10,Whisky,Smirnoff,1.0,150,Cash,31.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-08,Whisky,,3.0,90,,47.0
Teja Wines – Ongole,Ongole,2025-07-02,Vodka,,3.0,180,Card,44.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-15,Vodka,Royal Stag,2.0,90,Cash,33.0
Teja Wines – SN Padu,SN Padu,2025-11-12,Brandy,Smirnoff,5.0,300,Card,46.0
Teja Wines – SN Padu,SN Padu,2025-12-18,Whisky,Kingfisher,4.0,220,,42.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-14,Vodka,McDowell's,3.0,750,,54.0
Teja Wines – Ongole,Ongole,2025-11-20,Beer,Kingfisher,4.0,150,,30.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-24,Vodka,Bacardi,4.0,500,Cash,57.0
Teja Wines – SN Padu,SN Padu,2025-12-08,Wine,Bacardi,4.0,180,Card,62.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-29,Brandy,Kingfisher,1.0,90,,
Teja Wines – Kothapatnam,Kothapatnam,2025-11-14,Brandy,Smirnoff,,150,UPI,39.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-26,Brandy,Bacardi,5.0,150,UPI,51.0
Teja Wines – Ongole,Ongole,2025-10-01,Rum,Royal Stag,5.0,220,Cash,55.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-01,Wine,,2.0,1000,Card,26.0
Teja Wines – SN Padu,SN Padu,2025-10-13,Rum,Smirnoff,5.0,500,Cash,40.0
Teja Wines – Ongole,Ongole,2025-09-19,Wine,Royal Stag,2.0,1000,Card,50.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-26,Whisky,McDowell's,20.0,220,Card,31.0
Teja Wines – Ongole,Ongole,2025-12-09,Vodka,McDowell's,1.0,120,UPI,22.0
Teja Wines – Ongole,Ongole,2025-10-12,Wine,Royal Stag,5.0,150,UPI,20.0
Teja Wines – SN Padu,SN Padu,2025-09-04,Vodka,Smirnoff,4.0,150,UPI,35.0
Teja Wines – SN Padu,SN Padu,2025-07-09,Vodka,Signature,1.0,500,Cash,34.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-08,Beer,Bacardi,1.0,750,Cash,19.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-15,Vodka,Smirnoff,5.0,180,Card,57.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-25,Brandy,Bacardi,2.0,90,UPI,34.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-20,Brandy,,5.0,500,,57.0
Teja Wines – SN Padu,SN Padu,2025-11-16,Whisky,Signature,10.0,750,Card,27.0
Teja Wines – Ongole,Ongole,2025-07-16,Brandy,Smirnoff,,500,UPI,38.0
Teja Wines – Ongole,Ongole,2025-11-09,Whisky,McDowell's,1.0,220,UPI,57.0
Teja Wines – Ongole,Ongole,2025-09-05,Beer,Bacardi,1.0,1000,,57.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-07,Vodka,,,750,UPI,29.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-04,Brandy,Smirnoff,20.0,180,Cash,61.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-13,Brandy,Signature,10.0,500,Cash,58.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-17,Brandy,Kingfisher,20.0,180,Cash,
Teja Wines – Ongole,Ongole,2025-07-21,Whisky,McDowell's,5.0,300,Cash,60.0
Teja Wines – SN Padu,SN Padu,2025-09-21,Rum,Bacardi,20.0,90,,31.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-11,Vodka,Signature,10.0,120,Cash,43.0
Teja Wines – Ongole,Ongole,2025-09-27,Vodka,Bacardi,20.0,750,Cash,57.0
Teja Wines – SN Padu,SN Padu,2025-10-07,Whisky,McDowell's,1.0,1000,Cash,37.0
Teja Wines – SN Padu,SN Padu,2025-07-07,Rum,McDowell's,5.0,500,Card,53.0
Teja Wines – SN Padu,SN Padu,2025-11-16,Rum,Royal Stag,10.0,90,Card,63.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-06,Beer,,,150,UPI,25.0
Teja Wines – Ongole,Ongole,2025-08-25,Beer,Signature,3.0,300,Cash,38.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-11-27,Wine,Bacardi,2.0,220,,29.0
Teja Wines – Kothapatnam,Kothapatnam,2025-10-31,Wine,McDowell's,10.0,180,Cash,62.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-18,Beer,Kingfisher,10.0,220,Cash,28.0
Teja Wines – SN Padu,SN Padu,2025-09-12,Beer,Signature,2.0,180,,40.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-23,Vodka,Signature,2.0,750,,42.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-21,Wine,Bacardi,10.0,750,Cash,46.0
Teja Wines – Ongole,Ongole,2025-09-10,Vodka,McDowell's,3.0,220,Card,57.0
Teja Wines – Ongole,Ongole,2025-11-02,Beer,McDowell's,,120,Card,31.0
Teja Wines – Kothapatnam,Kothapatnam,2025-08-29,Vodka,Bacardi,4.0,300,Cash,37.0
Teja Wines – SN Padu,SN Padu,2025-09-13,Vodka,Royal Stag,20.0,750,,25.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-04,Vodka,Bacardi,5.0,1000,UPI,52.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-15,Whisky,Royal Stag,,750,,42.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-06,Rum,Signature,1.0,220,,32.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-05,Vodka,Signature,10.0,150,Cash,21.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-20,Vodka,Smirnoff,,300,UPI,24.0
Teja Wines – SN Padu,SN Padu,2025-11-29,Beer,McDowell's,5.0,500,Cash,63.0
Teja Wines – SN Padu,SN Padu,2025-10-25,Rum,Signature,1.0,500,,49.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-26,Brandy,Signature,5.0,180,UPI,31.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-31,Brandy,Smirnoff,10.0,1000,Cash,41.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-27,Whisky,Bacardi,,750,Card,18.0
Teja Wines – SN Padu,SN Padu,2025-07-24,Beer,Signature,4.0,300,UPI,
Teja Wines – Kothapatnam,Kothapatnam,2025-10-15,Whisky,,2.0,750,,35.0
Teja Wines – SN Padu,SN Padu,2025-11-28,Whisky,McDowell's,4.0,300,UPI,21.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-16,Vodka,Signature,2.0,750,Card,59.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-19,Vodka,Kingfisher,3.0,120,Card,32.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-11,Beer,Smirnoff,20.0,220,Cash,58.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-06,Wine,Royal Stag,20.0,1000,Card,36.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-05,Wine,McDowell's,4.0,1000,UPI,63.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-29,Beer,Kingfisher,20.0,180,Card,35.0
Teja Wines – Ongole,Ongole,2025-09-06,Rum,Smirnoff,3.0,90,,
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-11-07,Brandy,Bacardi,2.0,180,,19.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-02,Whisky,Royal Stag,5.0,220,UPI,56.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-04,Rum,Kingfisher,1.0,150,UPI,49.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-10,Beer,McDowell's,1.0,180,Cash,35.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-12-05,Vodka,Signature,4.0,500,Cash,50.0
Teja Wines – SN Padu,SN Padu,2025-11-30,Brandy,,1.0,150,UPI,50.0
Teja Wines – SN Padu,SN Padu,2025-09-27,Vodka,McDowell's,20.0,750,Card,64.0
Teja Wines – SN Padu,SN Padu,2025-07-20,Beer,Royal Stag,10.0,150,UPI,47.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-12,Rum,Royal Stag,4.0,180,,52.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-04,Rum,Kingfisher,3.0,750,Cash,41.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-17,Whisky,McDowell's,3.0,500,Card,41.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-13,Brandy,Smirnoff,10.0,1000,UPI,18.0
Teja Wines – Ongole,Ongole,2025-08-14,Whisky,Signature,5.0,180,UPI,18.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-28,Rum,McDowell's,,180,,45.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-29,Wine,Kingfisher,1.0,90,Card,46.0
Teja Wines – Ongole,Ongole,2025-10-25,Beer,Signature,1.0,150,Card,44.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-09-24,Vodka,Kingfisher,2.0,750,Cash,37.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-08-03,Rum,Royal Stag,2.0,300,,21.0
Teja Wines – Kothapatnam,Kothapatnam,2025-07-12,Rum,McDowell's,3.0,90,UPI,19.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-10-03,Vodka,Kingfisher,20.0,500,UPI,63.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-08-17,Wine,,3.0,220,,41.0
Teja Wines – SN Padu,SN Padu,2025-07-29,Brandy,McDowell's,20.0,500,Card,32.0
Teja Wines – Ongole,Ongole,2025-12-19,Vodka,Bacardi,20.0,180,UPI,30.0
Teja Wines – Ongole,Ongole,2025-10-04,Beer,Bacardi,3.0,120,UPI,58.0
Teja Wines – SN Padu,SN Padu,2025-08-04,Vodka,,10.0,180,UPI,27.0
Teja Wines – Ongole,Ongole,2025-08-16,Rum,,20.0,90,,45.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-07-30,Whisky,Kingfisher,2.0,90,Card,49.0
Teja Wines – Ongole,Ongole,2025-08-16,Wine,Signature,,500,Cash,21.0
Teja Wines – Ongole,Ongole,2025-11-01,Brandy,Royal Stag,5.0,90,Cash,24.0
Teja Wines – SN Padu,SN Padu,2025-11-14,Vodka,Kingfisher,1.0,120,,49.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-21,Brandy,McDowell's,3.0,220,Card,21.0
Teja Wines – SN Padu,SN Padu,2025-12-25,Beer,McDowell's,,150,Card,47.0
Teja Wines – Kothapatnam,Kothapatnam,2025-11-29,Vodka,Smirnoff,1.0,300,,64.0
Teja Wines – SN Padu,SN Padu,2025-09-14,Whisky,,20.0,750,,49.0
Teja Wines – Kothapatnam,Kothapatnam,2025-12-20,Wine,Kingfisher,1.0,1000,,53.0
Teja Wines – SN Padu,SN Padu,2025-11-29,Rum,Kingfisher,2.0,90,UPI,56.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-02,Vodka,Smirnoff,4.0,750,Card,29.0
Teja Wines – Kothapatnam,Kothapatnam,2025-09-09,Wine,Royal Stag,10.0,180,Cash,53.0
Teja Wines – SN Padu,SN Padu,2025-09-13,Beer,McDowell's,20.0,220,UPI,
Teja Wines – Kothapatnam,Kothapatnam,2025-07-03,Brandy,,4.0,90,,26.0
Teja Wines – Ongole,Ongole,2025-11-19,Vodka,Smirnoff,10.0,300,Cash,63.0
Teja Wines – Sitharampuram Koshtalu,Sitharampuram Koshtalu,2025-07-27,Rum,,4.0,150,Card,36.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-10-30,Beer,Kingfisher,10.0,300,,63.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-25,Brandy,Royal Stag,5.0,1000,,26.0
Teja Wines – Ongole,Ongole,2025-11-29,Vodka,McDowell's,4.0,180,Card,35.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-12-10,Vodka,Signature,5.0,300,Card,
Teja Wines – SN Padu,SN Padu,2025-08-31,Beer,Royal Stag,10.0,120,Cash,64.0
Teja Wines – Ongole,Ongole,2025-11-04,Rum,,4.0,1000,UPI,47.0
Teja Wines – SN Padu,SN Padu,2025-11-06,Brandy,Bacardi,10.0,180,,42.0
Teja Wines – Yedugullapadu,Yedugullapadu,2025-09-06,Whisky,Smirnoff,4.0,150,,44.0
